"exp#pol";"ratio";"RelatFreq";"OverallFreq";"lemmas";"postags";"FreqWords"
"recomiendo al 100 %#strongpositive";"1";"2";"2";"Recomiendo al 100 %";"R G O N";"recomiendo#39 al#171 100#8 %#8"
"no esta nada mal#positive";"1";"2";"2";"no esta nada mal";"D O O G";"no#332 esta#112 nada#60 mal#42"
"en medio del strip#positive";"1";"1";"1";"en medio del Strip";"O O O R";"en#860 medio#3 del#362 strip#1"
"ha sido una gozada#positive";"1";"1";"1";"ha sido una gozada";"N N G N";"ha#45 sido#27 una#277 gozada#1"
"tipica de un ibis#negative";"1";"1";"1";"tipica de un Ibis";"N P G R";"tipica#3 de#1387 un#503 ibis#2"
"siempre nos reciben con#positive";"1";"1";"1";"siempre nos reciben con";"G N V A";"siempre#38 nos#145 reciben#1 con#413"
"a unas cuatro manzanas#positive";"1";"1";"1";"a unas cuatro manzanas";"D G N V";"a#550 unas#34 cuatro#11 manzanas#2"
"acompañó todos los dias#negative";"1";"1";"1";"acompañó todos los dias";"V N N N";"acompañó#1 todos#66 los#274 dias#18"
"gestionaba una empresa externa#negative";"1";"1";"1";"gestionaba una empresa externa";"N G N N";"gestionaba#1 una#277 empresa#1 externa#1"
"lo suficiente para relajarte#positive";"1";"1";"1";"lo suficiente para relajarte";"O O O O";"lo#309 suficiente#10 para#378 relajarte#2"
"cobrando 9 € diarios#negative";"1";"1";"1";"cobrando 9 € diarios";"N O N N";"cobrando#1 9#4 €#9 diarios#1"
"no da la cara#negative";"1";"1";"1";"no da la cara";"D N N N";"no#332 da#9 la#1114 cara#2"
"lo suben al momento.#positive";"1";"1";"1";"lo suben al momento.";"O O G N";"lo#309 suben#2 al#171 momento.#1"
"buenas palabras para describir#positive";"1";"1";"1";"buenas palabras para describir";"N V G N";"buenas#21 palabras#4 para#378 describir#1"
"a solo media hora#positive";"1";"1";"1";"a solo medium hora";"D N N N";"a#550 solo#33 media#9 hora#17"
"con vistas al mar#positive";"1";"1";"1";"con vista al mar";"N N G N";"con#413 vistas#39 al#171 mar#9"
"lo unico q vale#positive";"1";"1";"1";"Lo unico q vale";"R G N N";"lo#309 unico#8 q#4 vale#6"
"con ganas de ayudar.#positive";"1";"1";"1";"con ganas de ayudar.";"O O O O";"con#413 ganas#1 de#1387 ayudar.#1"
"un clásico de madrid#positive";"1";"1";"1";"Un clásico de Madrid";"R R P R";"un#503 clásico#3 de#1387 madrid#100"
"10 · 15 min.#positive";"1";"1";"1";"10 · 15 min.";"O G O N";"10#22 ·#45 15#12 min.#2"
"vale la pena pagarlo#positive";"1";"1";"1";"vale la pena pagarlo";"O O O N";"vale#6 la#1114 pena#14 pagarlo#1"
"con las cosas necesarias#positive";"1";"1";"1";"con las cosas necesarias";"N V N N";"con#413 las#355 cosas#8 necesarias#1"
"tenga su máximo valor#positive";"1";"1";"1";"tenga su máximo valor";"O O O O";"tenga#2 su#66 máximo#3 valor#2"
"a unos pocos km#negative";"1";"1";"1";"a unos pocos km";"D G N V";"a#550 unos#39 pocos#10 km#4"
"desconocido para los huespedes#negative";"1";"1";"1";"desconocido para los huespedes";"N N N N";"desconocido#1 para#378 los#274 huespedes#2"
"debajo del hotel hay#positive";"1";"1";"1";"Debajo del hotel hay";"R D N N";"debajo#3 del#362 hotel#647 hay#101"
"todo estuvo muy bien#strongpositive";"1";"1";"1";"todo estuvo muy bien";"O O G N";"todo#193 estuvo#5 muy#623 bien#212"
"algo apartado del centro#negative";"1";"1";"1";"algo apartado del centro";"A A O O";"algo#50 apartado#3 del#362 centro#95"
"merece un párrafo aparte#positive";"1";"1";"1";"merece un párrafo aparte";"N G N N";"merece#15 un#503 párrafo#2 aparte#8"
"un 10 para ella#strongpositive";"1";"1";"1";"un 10 para ella";"G O G N";"un#503 10#22 para#378 ella#3"
"no consiguen aislar totalmente#negative";"1";"1";"1";"no consiguen aislar totalmente";"O O O O";"no#332 consiguen#2 aislar#1 totalmente#13"
"frío sí vas descalzo#negative";"1";"1";"1";"frío sí vas descalzo";"O O O O";"frío#2 sí#7 vas#13 descalzo#1"
"ha perdido un poco#negative";"1";"1";"1";"ha perdido un poco";"N P G N";"ha#45 perdido#2 un#503 poco#59"
"esta a un paso#positive";"1";"1";"1";"esta a un paso";"N D G N";"esta#112 a#550 un#503 paso#10"
"salpicaduras en la pared#negative";"1";"1";"1";"salpicaduras en la pare";"N P D V";"salpicaduras#1 en#860 la#1114 pared#3"
"controlado por la asociación#positive";"1";"1";"1";"controlado por la asociación";"G N N N";"controlado#1 por#252 la#1114 asociación#1"
"ofrece lo que vende#positive";"1";"1";"1";"ofrece lo que vende";"A G N N";"ofrece#7 lo#309 que#771 vende#1"
"falta de pintura en#negative";"1";"1";"1";"falta de pintura en";"O O O O";"falta#6 de#1387 pintura#3 en#860"
"que funciona de maravilla.no#strongpositive";"1";"1";"1";"que funciona de maravilla.no";"V O O O";"que#771 funciona#8 de#1387 maravilla.no#1"
"muy próximo al hotel#strongpositive";"1";"1";"1";"muy próximo al hotel";"N N G N";"muy#623 próximo#2 al#171 hotel#647"
"te sientes muy bien#strongpositive";"1";"1";"1";"te sientes muy bien";"G N G N";"te#70 sientes#2 muy#623 bien#212"
"nada de lo prometido#negative";"1";"1";"1";"nada de lo prometido";"O O O O";"nada#60 de#1387 lo#309 prometido#1"
"día de mi salida#negative";"1";"1";"1";"día de mi salida";"O O O O";"día#37 de#1387 mi#64 salida#5"
"muy cuidado al detalle#strongpositive";"1";"1";"1";"muy cuidado al detalle";"G N G N";"muy#623 cuidado#17 al#171 detalle#13"
"se puede esperar más#strongpositive";"1";"1";"1";"se puede esperar más";"O O O O";"se#195 puede#31 esperar#6 más#55"
"no era gran cosa#negative";"1";"1";"1";"no era gran cosa";"D N N N";"no#332 era#68 gran#85 cosa#12"
"los niños disfrutaron mucho#strongpositive";"1";"1";"1";"los niños disfrutaron mucho";"N N G A";"los#274 niños#25 disfrutaron#1 mucho#66"
"siempre hay un saludo#positive";"1";"1";"1";"siempre hay un saludo";"N N G N";"siempre#38 hay#101 un#503 saludo#6"
"la parte mas negativa#negative";"1";"1";"1";"la parte mas negativa";"O O O O";"la#1114 parte#21 mas#57 negativa#1"
"atento con los clientes#positive";"1";"1";"1";"atento con los clientes";"P G N N";"atento#19 con#413 los#274 clientes#11"
"cinco minutos a pie#positive";"1";"1";"1";"cinco minutos a pie";"O O D N";"cinco#5 minutos#38 a#550 pie#12"
"lo barato sale caro#negative";"1";"1";"1";"Lo barato sale caro";"R N N N";"lo#309 barato#9 sale#5 caro#17"
"tipico del estilo melia#positive";"1";"1";"1";"tipico del estilo Melia";"N O O R";"tipico#1 del#362 estilo#2 melia#1"
"no estaba tan mal#positive";"1";"1";"1";"no estaba tan mal";"D N G N";"no#332 estaba#39 tan#30 mal#42"
"recomendariamos sin duda alguna#positive";"1";"1";"1";"recomendariamos sin duda alguna";"N V N N";"recomendariamos#1 sin#87 duda#22 alguna#10"
"se come bastante bien#positive";"1";"1";"1";"se come bastante bien";"N V N N";"se#195 come#1 bastante#66 bien#212"
"pasamos de total relax#positive";"1";"1";"1";"pasamos de total relax";"N P G N";"pasamos#13 de#1387 total#6 relax#18"
"cubre las expectativas esperadas#positive";"1";"1";"1";"cubre las expectativas esperadas";"N V N N";"cubre#1 las#355 expectativas#4 esperadas#1"
"gustó nada de nada#strongnegative";"1";"1";"1";"gustó nada de nada";"V O O O";"gustó#12 nada#60 de#1387 nada#60"
"reponían todos los días#positive";"1";"1";"1";"reponían todos los días";"N N N N";"reponían#1 todos#66 los#274 días#33"
"el murmullo del agua#positive";"1";"1";"1";"el murmullo del agua";"N N O O";"el#1001 murmullo#1 del#362 agua#27"
"a unos 500 metros#positive";"1";"1";"1";"a unos 500 metro";"D G O N";"a#550 unos#39 500#2 metros#13"
"esta enfrente del hotel#positive";"1";"1";"1";"esta enfrente del hotel";"N V G N";"esta#112 enfrente#7 del#362 hotel#647"
"bien cuidado / reformado#positive";"1";"1";"1";"bien cuidado / reformado";"O V N N";"bien#212 cuidado#17 /#22 reformado#4"
"muy adecuado para descansar#strongpositive";"1";"1";"1";"Muy adecuado para descansar";"R V G N";"muy#623 adecuado#10 para#378 descansar#15"
"tienes a un paso#positive";"1";"1";"1";"tienes a un paso";"V D G N";"tienes#26 a#550 un#503 paso#10"
"no tenía mucha variedad#negative";"1";"1";"1";"no tenía mucha variedad";"D N O V";"no#332 tenía#16 mucha#21 variedad#31"
"no era nada espectacular#negative";"1";"1";"1";"no era nada espectacular";"D N O O";"no#332 era#68 nada#60 espectacular#13"
"decorada con verdadero esmero#positive";"1";"1";"1";"decorada con verdadero esmero";"O O O O";"decorada#1 con#413 verdadero#3 esmero#1"
"en la misma habitación#negative";"1";"1";"1";"en la misma habitación";"P D O O";"en#860 la#1114 misma#7 habitación#119"
"no estaba mal tampoco#positive";"1";"1";"1";"no estaba mal tampoco";"D N G N";"no#332 estaba#39 mal#42 tampoco#13"
"ideal para conocer mequinez#positive";"1";"1";"1";"ideal para conocer Mequinez";"G N N R";"ideal#28 para#378 conocer#20 mequinez#4"
"hemos ido a pie#positive";"1";"1";"1";"hemos ido a pie";"Q V D N";"hemos#36 ido#4 a#550 pie#12"
"ideal para el senderismo#positive";"1";"1";"1";"ideal para el senderismo";"G N N N";"ideal#28 para#378 el#1001 senderismo#1"
"puedes ir a pie#positive";"1";"1";"1";"puedes ir a pie";"N V D N";"puedes#20 ir#51 a#550 pie#12"
"se puede ir paseando#positive";"1";"1";"1";"se puede ir paseando";"N N Q N";"se#195 puede#31 ir#51 paseando#1"
"apartado de cualquier ruido#positive";"1";"1";"1";"apartado de cualquier ruido";"N P G N";"apartado#3 de#1387 cualquier#13 ruido#16"
"un antiguo molino reformado#positive";"1";"1";"1";"un antiguo molino reformado";"G G N N";"un#503 antiguo#11 molino#1 reformado#4"
"dan a la rambla#negative";"1";"1";"1";"dan a La Rambla";"V D R R";"dan#7 a#550 la#1114 rambla#1"
"repartidas en diferentes casas#positive";"1";"1";"1";"repartidas en diferentes casas";"N P N N";"repartidas#1 en#860 diferentes#7 casas#1"
"en una zona tranquila#positive";"1";"1";"1";"en una zona tranquila";"P G N N";"en#860 una#277 zona#73 tranquila#17"
"ideal para visitar madrid#strongpositive";"1";"1";"1";"ideal para visitar Madrid";"G N N R";"ideal#28 para#378 visitar#30 madrid#100"
"muy , muy amable#strongpositive";"1";"1";"1";"muy , muy amable";"N O G G";"muy#623 ,#1822 muy#623 amable#42"
"a cinco minutos andando#positive";"1";"1";"1";"a cinco minutos andando";"D N O O";"a#550 cinco#5 minutos#38 andando#30"
"esta muy bien ubicado#strongpositive";"1";"1";"1";"esta muy bien ubicado";"N G N N";"esta#112 muy#623 bien#212 ubicado#22"
"a 30 segundos andando#positive";"1";"1";"1";"a 30 segundos andando";"D O G C";"a#550 30#3 segundos#2 andando#30"
"impresionados con las mejoras#strongpositive";"1";"1";"1";"Impresionados con las mejoras";"R A V N";"impresionados#1 con#413 las#355 mejoras#1"
"no hay que esperar#negative";"1";"1";"1";"no hay que esperar";"D N V A";"no#332 hay#101 que#771 esperar#6"
"sin duda para repetir#strongpositive";"1";"1";"1";"sin duda para repetir";"N N N N";"sin#87 duda#22 para#378 repetir#14"
"cerrada en horario nocturno#negative";"1";"1";"1";"cerrada en horario nocturno";"O O N N";"cerrada#2 en#860 horario#3 nocturno#2"
"muy muy bien equipadas#strongpositive";"1";"1";"1";"muy muy bien equipadas";"G G N N";"muy#623 muy#623 bien#212 equipadas#1"
"lo mejor del hote#positive";"1";"1";"1";"lo mejor del hote";"G N N N";"lo#309 mejor#67 del#362 hote#3"
"con decuento para clientes#positive";"1";"1";"1";"con decuento para clientes";"G N N N";"con#413 decuento#1 para#378 clientes#11"
"inexistente en la zona#negative";"1";"1";"1";"inexistente en la zona";"G O O O";"inexistente#2 en#860 la#1114 zona#73"
"volveremos con toda seguridad#strongpositive";"1";"1";"1";"Volveremos con toda seguridad";"R A N N";"volveremos#10 con#413 toda#14 seguridad#6"
"siempre dispuesto a ayudar#positive";"1";"1";"1";"siempre dispuesto a ayudar";"G N D N";"siempre#38 dispuesto#4 a#550 ayudar#4"
"caro ( 15 €#negative";"1";"1";"1";"caro ( 15 €";"O O O N";"caro#17 (#117 15#12 €#9"
"hemos sentido bien atendidos#positive";"1";"1";"1";"hemos sentido bien atendidos";"Q V G N";"hemos#36 sentido#5 bien#212 atendidos#3"
"trataron como en casa#positive";"1";"1";"1";"trataron como en casa";"N N P N";"trataron#4 como#114 en#860 casa#16"
"que hacen que vuelvas#positive";"1";"1";"1";"que hacen que vuelvas";"V G N N";"que#771 hacen#16 que#771 vuelvas#1"
"no vendria nada mal#negative";"1";"1";"1";"no vendria nada mal";"O O O G";"no#332 vendria#1 nada#60 mal#42"
"en todas las habitaciones#positive";"1";"1";"1";"en todas las habitaciones";"O O O N";"en#860 todas#28 las#355 habitaciones#142"
"una de las mejores#positive";"1";"1";"1";"una de las mejores";"G P G N";"una#277 de#1387 las#355 mejores#10"
"delante mismo del hotel#positive";"1";"1";"1";"delante mismo del hotel";"G N N N";"delante#3 mismo#18 del#362 hotel#647"
"a unos 10 minutos#positive";"1";"1";"1";"a unos 10 minutos";"D N O N";"a#550 unos#39 10#22 minutos#38"
"te trata muy bien#strongpositive";"1";"1";"1";"te trata muy bien";"G N G N";"te#70 trata#5 muy#623 bien#212"
"anexa a la casa#positive";"1";"1";"1";"anexa a la casa";"O O O O";"anexa#1 a#550 la#1114 casa#16"
"debiera mejorar un poco#negative";"1";"1";"1";"debiera mejorar un poco";"N N G N";"debiera#1 mejorar#8 un#503 poco#59"
"para entre dos plantas#negative";"1";"1";"1";"para entre dos plantas";"G G N N";"para#378 entre#14 dos#45 plantas#5"
"senti como en casa#positive";"1";"1";"1";"senti como en casa";"V N P N";"senti#3 como#114 en#860 casa#16"
"directo desde buenos aires#positive";"1";"1";"1";"directo desde buenos aires";"O O O O";"directo#3 desde#50 buenos#18 aires#1"
"se gasten mas en#negative";"1";"1";"1";"se gasten mama en";"N N N P";"se#195 gasten#1 mas#57 en#860"
"recomendamos a nestros amigos#positive";"1";"1";"1";"recomendamos a nestros amigos";"V D N P";"recomendamos#4 a#550 nestros#1 amigos#11"
"no es nada pronunciada#positive";"1";"1";"1";"no es nada pronunciada";"D N O O";"no#332 es#476 nada#60 pronunciada#1"
"de lo más gratificante#strongpositive";"1";"1";"1";"de lo más gratificante";"P G N V";"de#1387 lo#309 más#55 gratificante#4"
"más o menos céntrico#positive";"1";"1";"1";"más o menos céntrico";"N A N V";"más#55 o#60 menos#24 céntrico#19"
"da opción a disfrutar#positive";"1";"1";"1";"da opción a disfrutar";"N V D N";"da#9 opción#9 a#550 disfrutar#19"
"tal y como esperabamos#positive";"1";"1";"1";"tal y como esperabamos";"G G N N";"tal#7 y#1185 como#114 esperabamos#1"
"funcionaba un poco regular#negative";"1";"1";"1";"funcionaba un poco regular";"O G N G";"funcionaba#5 un#503 poco#59 regular#8"
"tenía un mal día#negative";"1";"1";"1";"tenía un mal día";"O G G N";"tenía#16 un#503 mal#42 día#37"
"y ni hay nada#positive";"1";"1";"1";"y ni hay nada";"A G N O";"y#1185 ni#41 hay#101 nada#60"
"solo una a elegir#negative";"1";"1";"1";"solo una a elegir";"N N D G";"solo#33 una#277 a#550 elegir#10"
"animado con ambientillo esquiador#positive";"1";"1";"1";"animado con ambientillo esquiador";"N A G N";"animado#1 con#413 ambientillo#1 esquiador#1"
"debajo de la escalera#negative";"1";"1";"1";"debajo de la escalera";"O O O O";"debajo#3 de#1387 la#1114 escalera#1"
"pagamos 280 euros mas#negative";"1";"1";"1";"pagamos 280 euro mas";"N O N V";"pagamos#3 280#1 euros#7 mas#57"
"se tienen que pagar#negative";"1";"1";"1";"se tienen que pagar";"N G N N";"se#195 tienen#28 que#771 pagar#6"
"capaz de dejar ensimismado#strongpositive";"1";"1";"1";"capaz de dejar ensimismado";"G P G G";"capaz#1 de#1387 dejar#9 ensimismado#1"
"de lo mas confortable#strongpositive";"1";"1";"1";"de lo mama confortable";"P G N G";"de#1387 lo#309 mas#57 confortable#16"
"etaba todo muy bueno#strongpositive";"1";"1";"1";"etaba todo muy bueno";"O O O O";"etaba#1 todo#193 muy#623 bueno#49"
"no sean lo suyo#negative";"1";"1";"1";"no sean lo suyo";"D G N N";"no#332 sean#3 lo#309 suyo#1"
"dejaba mucho que desear#negative";"1";"1";"1";"dejaba mucho que desear";"O O O O";"dejaba#1 mucho#66 que#771 desear#6"
"en su mayoría bilingües#positive";"1";"1";"1";"en su mayoría bilingües";"P G N N";"en#860 su#66 mayoría#3 bilingües#1"
"5 de 5 estrellas#strongpositive";"1";"1";"1";"5 de 5 estrellas";"O P O N";"5#29 de#1387 5#29 estrellas#31"
"para persona no exigentes#positive";"1";"1";"1";"para persona no exigentes";"N N A V";"para#378 persona#6 no#332 exigentes#1"
"en la ultima planta#positive";"1";"1";"1";"en la ultima planta";"P D O O";"en#860 la#1114 ultima#2 planta#5"
"da mucho que desear#negative";"1";"1";"1";"da mucho que desear";"O O O O";"da#9 mucho#66 que#771 desear#6"
"finas como el papel#negative";"1";"1";"1";"finas como el papel";"N V N N";"finas#1 como#114 el#1001 papel#2"
"no sean lo mejor#negative";"1";"1";"1";"no sean lo mejor";"D G G N";"no#332 sean#3 lo#309 mejor#67"
"cubría todas las necesidades#positive";"1";"1";"1";"cubría todas las necesidades";"N N V N";"cubría#1 todas#28 las#355 necesidades#3"
"mis expectativas eran mayores#negative";"1";"1";"1";"mis expectativas eran mayores";"V P G N";"mis#9 expectativas#4 eran#16 mayores#3"
"en un mismo lugar#positive";"1";"1";"1";"en un mismo lugar";"P G N N";"en#860 un#503 mismo#18 lugar#42"
"en la azotea tenian#positive";"1";"1";"1";"en la azotea tenian";"O O O G";"en#860 la#1114 azotea#14 tenian#1"
"en la parte final#positive";"1";"1";"1";"en la parte final";"O O O G";"en#860 la#1114 parte#21 final#9"
"fue también muy bueno#strongpositive";"1";"1";"1";"fue también muy bueno";"N N G N";"fue#62 también#50 muy#623 bueno#49"
"de ocio en madrid#positive";"1";"1";"1";"de ocio en madrid";"O O O O";"de#1387 ocio#7 en#860 madrid#100"
"no duden el elegir#positive";"1";"1";"1";"no duden el elegir";"D G N N";"no#332 duden#1 el#1001 elegir#10"
"vistas a la rotonda#positive";"1";"1";"1";"vistas a la rotonda";"O O O O";"vistas#39 a#550 la#1114 rotonda#1"
"hay que pedir reserva#negative";"1";"1";"1";"hay que pedir reserva";"O O O O";"hay#101 que#771 pedir#6 reserva#11"
"16 € por persona#negative";"1";"1";"1";"16 € por persona";"O N G N";"16#3 €#9 por#252 persona#6"
"pasamos 4 días geniales#strongpositive";"1";"1";"1";"pasamos 4 días geniales";"N O N N";"pasamos#13 4#24 días#33 geniales#8"
"le pondría un 9#strongpositive";"1";"1";"1";"le pondría un 9";"O O G O";"le#12 pondría#1 un#503 9#4"
"sigue una línea moderna#positive";"1";"1";"1";"sigue una línea moderna";"N G N N";"sigue#3 una#277 línea#8 moderna#3"
"a unos 15min caminando#positive";"1";"1";"1";"a unos 15min caminando";"D G O N";"a#550 unos#39 15min#1 caminando#7"
"no se esta mal#positive";"1";"1";"1";"no se esta mal";"D N N G";"no#332 se#195 esta#112 mal#42"
"al lado del hotel#positive";"1";"1";"1";"al lado del hotel";"G N N N";"al#171 lado#29 del#362 hotel#647"
"una barrera muy importante#negative";"1";"1";"1";"una barrera muy importante";"G N O V";"una#277 barrera#1 muy#623 importante#3"
"tranquilidad en la zona#positive";"1";"1";"1";"tranquilidad en la zona";"N P D O";"tranquilidad#12 en#860 la#1114 zona#73"
"bueno ver el barsa#positive";"1";"1";"1";"bueno ver el Barsa";"O A N R";"bueno#49 ver#42 el#1001 barsa#1"
"robos en las habitaciones#negative";"1";"1";"1";"Robos en las habitaciones";"R O O O";"robos#2 en#860 las#355 habitaciones#142"
